genre_ids,original_language,popularity,title,vote_average,vote_count,studio,domestic_gross,foreign_gross,year,release_date,production_budget,worldwide_gross,genre_names
[28],en,21.246,Mile 22,6.0,920,STX,36100000.0,30200000.0,2018,"Aug 17, 2018",35000000,66295121,['Action']
"[53, 80, 9648, 35, 18]",en,21.121,A Simple Favor,6.6,1756,LGF,53500000.0,44100000.0,2018,"Sep 14, 2018",20000000,97628717,"['Thriller', 'Crime', 'Mystery', 'Comedy', 'Drama']"
"[80, 53]",en,20.628,Widows,6.5,941,Fox,42400000.0,33600000.0,2018,"Nov 16, 2018",40000000,73866088,"['Crime', 'Thriller']"
"[27, 18]",en,20.263,The Possession of Hannah Grace,5.1,393,SGem,14800000.0,28200000.0,2018,"Nov 30, 2018",6000000,42785387,"['Horror', 'Drama']"
"[12, 35, 14, 10751, 27]",en,20.238,Goosebumps 2: Haunted Halloween,5.6,428,Sony,46700000.0,46600000.0,2018,"Oct 12, 2018",35000000,93291478,"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Horror']"
"[28, 53]",en,20.063,The Commuter,6.2,2394,LGF,36300000.0,83600000.0,2018,"Jan 12, 2018",40000000,101985431,"['Action', 'Thriller']"
"[9648, 35, 80]",en,19.459,Game Night,6.9,2756,WB (NL),69200000.0,48500000.0,2018,"Feb 23, 2018",37000000,117378084,"['Mystery', 'Comedy', 'Crime']"
"[80, 18]",en,19.135,The Hate U Give,8.2,636,Fox,29700000.0,5200000.0,2018,"Oct 5, 2018",23000000,35067665,"['Crime', 'Drama']"
"[9648, 53]",en,18.117,Red Sparrow,6.5,3406,Fox,46900000.0,104700000.0,2018,"Mar 2, 2018",69000000,145951861,"['Mystery', 'Thriller']"
"[35, 18, 10749]",en,17.969,Crazy Rich Asians,7.1,1496,WB,174500000.0,64000000.0,2018,"Aug 15, 2018",30000000,238099711,"['Comedy', 'Drama', 'Romance']"
[27],en,17.861,Unfriended: Dark Web,6.1,365,BH Tilt,8900000.0,6300000.0,2018,"Jul 20, 2018",1000000,16434588,['Horror']
"[53, 80, 18, 28]",en,17.815,Destroyer,5.9,176,Annapurna,1500000.0,4000000.0,2018,"Dec 25, 2018",9000000,3681096,"['Thriller', 'Crime', 'Drama', 'Action']"
"[18, 80]",en,17.604,Can You Ever Forgive Me?,6.9,450,FoxS,8800000.0,0.0,2018,"Oct 19, 2018",10000000,11752387,"['Drama', 'Crime']"
"[9648, 53, 27]",en,16.999,Slender Man,4.0,712,SGem,30600000.0,21200000.0,2018,"Aug 10, 2018",10000000,51723644,"['Mystery', 'Thriller', 'Horror']"
"[27, 14]",en,16.925,Suspiria,7.0,752,Amazon,2500000.0,5400000.0,2018,"Oct 26, 2018",20000000,7034615,"['Horror', 'Fantasy']"
"[10751, 35, 16, 12]",en,16.675,Early Man,5.9,338,LGF,8300000.0,46400000.0,2018,"Feb 16, 2018",50000000,45285890,"['Family', 'Comedy', 'Animation', 'Adventure']"
"[10749, 35]",en,16.322,Second Act,6.2,361,STX,39300000.0,33000000.0,2018,"Dec 21, 2018",15700000,63288854,"['Romance', 'Comedy']"
"[27, 53]",en,16.316,Unsane,6.2,667,BST,7700000.0,6600000.0,2018,"Mar 23, 2018",1500000,14244931,"['Horror', 'Thriller']"
[35],en,16.298,I Feel Pretty,6.4,1088,STX,48800000.0,45700000.0,2018,"Apr 20, 2018",32000000,91553797,['Comedy']
"[18, 36]",en,16.115,Mary Queen of Scots,6.6,592,Focus,16500000.0,29900000.0,2018,"Dec 7, 2018",25000000,46734733,"['Drama', 'History']"
"[9648, 27, 53]",en,16.017,Insidious: The Last Key,6.1,1306,Uni.,67700000.0,100100000.0,2018,"Jan 5, 2018",10000000,167885588,"['Mystery', 'Horror', 'Thriller']"
"[16, 12, 10751]",en,15.974,Peter Rabbit,6.5,650,Sony,115300000.0,236000000.0,2018,"Feb 9, 2018",50000000,347136477,"['Animation', 'Adventure', 'Family']"
"[35, 18, 10749]",en,15.608,"Love, Simon",8.2,3165,Fox,40800000.0,25500000.0,2018,"Mar 16, 2018",10000000,65520633,"['Comedy', 'Drama', 'Romance']"
"[53, 878, 28]",en,14.585,Hotel Artemis,5.9,471,Global Road,6700000.0,6000000.0,2018,"Jun 8, 2018",15000000,12758799,"['Thriller', 'Science Fiction', 'Action']"
"[80, 18]",en,13.794,White Boy Rick,6.3,277,Studio 8,24000000.0,1900000.0,2018,"Sep 14, 2018",30000000,25947983,"['Crime', 'Drama']"
"[35, 18, 37]",en,13.738,The Sisters Brothers,7.0,590,Annapurna,3100000.0,10000000.0,2018,"Sep 21, 2018",38000000,13143056,"['Comedy', 'Drama', 'Western']"
[35],en,13.696,Life of the Party,6.2,435,WB (NL),53100000.0,12800000.0,2018,"May 11, 2018",30000000,65759911,['Comedy']
"[18, 10749, 80]",en,13.579,If Beale Street Could Talk,7.2,388,Annapurna,14900000.0,5700000.0,2018,"Dec 14, 2018",12000000,19859167,"['Drama', 'Romance', 'Crime']"
"[28, 80, 53]",en,13.335,The Hurricane Heist,5.4,476,ENTMP,6100000.0,0.0,2018,"Mar 9, 2018",40000000,30963684,"['Action', 'Crime', 'Thriller']"
"[10752, 18, 36, 28]",en,13.183,12 Strong,5.6,1312,WB,45800000.0,21600000.0,2018,"Jan 19, 2018",35000000,71118378,"['War', 'Drama', 'History', 'Action']"
"[10749, 16, 35, 10751, 14, 9648, 12]",en,12.987,Sherlock Gnomes,5.4,343,Par.,43200000.0,47100000.0,2018,"Mar 23, 2018",59000000,87527651,"['Romance', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Mystery', 'Adventure']"
[27],en,12.955,Hell Fest,5.5,273,LGF,11100000.0,7100000.0,2018,"Sep 28, 2018",5500000,18119231,['Horror']
"[12, 878, 10751, 14]",en,12.529,A Wrinkle in Time,5.0,1073,BV,100500000.0,32200000.0,2018,"Mar 9, 2018",103000000,133401882,"['Adventure', 'Science Fiction', 'Family', 'Fantasy']"
"[14, 9648, 53, 27]",en,12.44,Winchester,5.7,884,LGF,25100000.0,0.0,2018,"Feb 2, 2018",3500000,44378040,"['Fantasy', 'Mystery', 'Thriller', 'Horror']"
[36],en,12.005,"Paul, Apostle of Christ",7.1,98,Affirm,17600000.0,5500000.0,2018,"Mar 23, 2018",5000000,25529498,['History']
"[18, 36, 53]",en,11.576,The 15:17 to Paris,5.3,799,WB,36300000.0,20800000.0,2018,"Feb 9, 2018",30000000,56096200,"['Drama', 'History', 'Thriller']"
[35],en,10.836,Uncle Drew,6.5,220,LG/S,42500000.0,4200000.0,2018,"Jun 29, 2018",18000000,46527161,['Comedy']
"[80, 18, 36, 53]",en,10.034,Gotti,5.2,231,VE,4300000.0,0.0,2018,"Jun 15, 2018",10000000,6089100,"['Crime', 'Drama', 'History', 'Thriller']"
"[53, 28, 80]",en,9.371,Proud Mary,5.5,259,SGem,20900000.0,876000.0,2018,"Jan 12, 2018",30000000,21709539,"['Thriller', 'Action', 'Crime']"
"[28, 12, 16]",en,2.707,Bilal: A New Breed of Hero,6.8,54,VE,491000.0,1700000.0,2018,"Feb 2, 2018",30000000,648599,"['Action', 'Adventure', 'Animation']"
