genre_ids,original_language,popularity,title,vote_average,vote_count,studio,domestic_gross,foreign_gross,year,release_date,production_budget,worldwide_gross,genre_names
"[28, 12, 878]",en,8.88,Max Steel,5.2,383,ORF,3800000.0,2500000.0,2016,"Oct 14, 2016",10000000,4563080,"['Action', 'Adventure', 'Science Fiction']"
"[28, 18, 37]",en,8.825,Jane Got a Gun,5.5,439,Wein.,1500000.0,0.0,2016,"Jan 29, 2016",25000000,3771345,"['Action', 'Drama', 'Western']"
[18],en,8.819,Jackie,6.4,1420,FoxS,14000000.0,0.0,2016,"Dec 2, 2016",9000000,36588512,['Drama']
"[36, 18, 10752, 28]",ko,8.81,Operation Chromite,6.0,86,CJ,1000000.0,0.0,2016,"Aug 5, 2016",12700000,49196532,"['History', 'Drama', 'War', 'Action']"
"[10749, 35]",en,8.784,Fifty Shades of Black,4.4,677,ORF,11700000.0,10500000.0,2016,"Jan 29, 2016",5000000,22113075,"['Romance', 'Comedy']"
[18],en,8.778,American Honey,6.7,417,A24,663000.0,1200000.0,2016,"Sep 30, 2016",3500000,2611750,['Drama']
[18],en,8.76,The Man Who Knew Infinity,7.2,699,IFC,3900000.0,8400000.0,2016,"Apr 29, 2016",10000000,12382122,['Drama']
"[12, 18, 878]",en,8.653,Midnight Special,6.3,1105,WB,3700000.0,2500000.0,2016,"Mar 18, 2016",18000000,7680250,"['Adventure', 'Drama', 'Science Fiction']"
"[28, 18, 36, 10752]",en,8.574,Free State of Jones,6.6,787,STX,20800000.0,4200000.0,2016,"Jun 24, 2016",50000000,23237252,"['Action', 'Drama', 'History', 'War']"
"[10752, 35]",en,8.564,Whiskey Tango Foxtrot,6.2,596,Par.,23100000.0,0.0,2016,"Mar 4, 2016",35000000,25350747,"['War', 'Comedy']"
"[12, 16, 14, 10751]",en,8.512,The Little Prince,7.6,1493,EOne,1300000.0,96200000.0,2016,"Feb 12, 2016",77500000,102028919,"['Adventure', 'Animation', 'Fantasy', 'Family']"
"[10749, 18]",en,8.506,Loving,6.7,529,Focus,7800000.0,5200000.0,2016,"Nov 4, 2016",9000000,12898064,"['Romance', 'Drama']"
"[10751, 35]",en,8.479,Middle School: The Worst Years of My Life,7.0,190,LGF,20000000.0,3300000.0,2016,"Oct 7, 2016",8500000,23311293,"['Family', 'Comedy']"
"[35, 18]",en,8.453,Florence Foster Jenkins,6.7,849,Par.,27400000.0,21500000.0,2016,"Aug 12, 2016",29000000,56000339,"['Comedy', 'Drama']"
"[27, 53]",en,8.357,The Darkness,4.8,347,BH Tilt,10800000.0,0.0,2016,"May 13, 2016",4000000,10898293,"['Horror', 'Thriller']"
[18],en,8.258,Bleed for This,6.9,405,ORF,5100000.0,0.0,2016,"Nov 18, 2016",16000000,6603926,['Drama']
[18],en,8.17,Hands of Stone,6.1,167,Wein.,4700000.0,0.0,2016,"Aug 26, 2016",20000000,5031975,['Drama']
"[9648, 18, 27]",en,8.062,When the Bough Breaks,5.3,150,SGem,29700000.0,911000.0,2016,"Sep 9, 2016",10000000,30768449,"['Mystery', 'Drama', 'Horror']"
"[35, 18]",en,7.725,The Meddler,5.8,186,SPC,4300000.0,0.0,2016,"Apr 22, 2016",3200000,5526942,"['Comedy', 'Drama']"
[18],en,7.564,Queen of Katwe,7.1,225,BV,8900000.0,1500000.0,2016,"Sep 23, 2016",15000000,10055481,['Drama']
"[27, 53]",en,7.137,Incarnate,5.2,314,BH Tilt,4800000.0,1500000.0,2016,"Dec 2, 2016",5000000,9371036,"['Horror', 'Thriller']"
"[18, 10751, 35]",en,7.12,A Street Cat Named Bob,7.5,500,Cleopatra,82700.0,0.0,2016,"Nov 18, 2016",8000000,17382693,"['Drama', 'Family', 'Comedy']"
"[35, 10749]",en,6.875,The Perfect Match,5.5,78,LGF,9700000.0,745000.0,2016,"Mar 11, 2016",5000000,10182050,"['Comedy', 'Romance']"
"[10749, 35, 10751]",en,6.714,My Big Fat Greek Wedding 2,5.8,593,Uni.,59700000.0,29200000.0,2016,"Mar 25, 2016",18000000,92096558,"['Romance', 'Comedy', 'Family']"
"[35, 18]",en,6.532,Almost Christmas,5.6,245,Uni.,42200000.0,422000.0,2016,"Nov 11, 2016",17000000,42493506,"['Comedy', 'Drama']"
"[18, 27, 53]",en,6.324,The Disappointments Room,4.4,272,Rela.,2400000.0,0.0,2016,"Sep 9, 2016",15000000,3503761,"['Drama', 'Horror', 'Thriller']"
[18],en,5.531,The Young Messiah,6.1,50,Focus,6500000.0,0.0,2016,"Mar 11, 2016",16800000,7313697,['Drama']
"[28, 35]",es,1.927,Compadres,5.1,21,PNT,3100000.0,0.0,2016,"Apr 22, 2016",3000000,7445044,"['Action', 'Comedy']"
"[878, 28, 53]",en,48.571,Blade Runner 2049,7.4,6679,WB,92100000.0,167200000.0,2017,"Oct 6, 2017",185000000,259357408,"['Science Fiction', 'Action', 'Thriller']"
"[28, 12, 878, 18]",en,46.775,Spider-Man: Homecoming,7.4,11585,Sony,334200000.0,546000000.0,2017,"Jul 7, 2017",175000000,880166350,"['Action', 'Adventure', 'Science Fiction', 'Drama']"
"[28, 12, 35, 14]",en,43.45,Thor: Ragnarok,7.5,11380,BV,315100000.0,538900000.0,2017,"Nov 3, 2017",180000000,846980024,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
"[28, 12, 14, 878]",en,34.953,Justice League,6.2,7510,WB,229000000.0,428900000.0,2017,"Nov 17, 2017",300000000,655945209,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
"[28, 12, 14]",en,29.388,Kong: Skull Island,6.3,6054,WB,168100000.0,398600000.0,2017,"Mar 10, 2017",185000000,561072059,"['Action', 'Adventure', 'Fantasy']"
"[28, 80, 53]",en,28.668,The Fate of the Furious,6.9,6335,Uni.,226000000.0,1010.0,2017,"Apr 14, 2017",250000000,1234846267,"['Action', 'Crime', 'Thriller']"
"[12, 28, 14, 35]",en,28.101,Pirates of the Caribbean: Dead Men Tell No Tales,6.6,6931,BV,172600000.0,622300000.0,2017,"May 26, 2017",230000000,788241137,"['Adventure', 'Action', 'Fantasy', 'Comedy']"
"[16, 10751, 35, 12, 14]",en,25.961,Coco,8.2,8669,BV,209700000.0,597400000.0,2017,"Nov 22, 2017",175000000,798008101,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy']"
"[27, 878, 53]",en,24.651,Alien: Covenant,5.9,4971,Fox,74300000.0,166600000.0,2017,"May 19, 2017",97000000,238521247,"['Horror', 'Science Fiction', 'Thriller']"
"[10752, 28, 18]",en,24.358,Dunkirk,7.4,9156,WB,188000000.0,337200000.0,2017,"Jul 21, 2017",150000000,499837368,"['War', 'Action', 'Drama']"
"[28, 12, 35]",en,24.337,Kingsman: The Golden Circle,7.0,5531,Fox,100200000.0,310700000.0,2017,"Sep 22, 2017",104000000,408803696,"['Action', 'Adventure', 'Comedy']"
"[28, 878, 53, 12]",en,24.258,Transformers: The Last Knight,6.0,3255,Par.,130199999.0,475300000.0,2017,"Jun 21, 2017",217000000,602893340,"['Action', 'Science Fiction', 'Thriller', 'Adventure']"
"[12, 878, 28]",en,24.003,Valerian and the City of a Thousand Planets,6.6,4149,STX,41200000.0,184700000.0,2017,"Jul 21, 2017",180000000,215098356,"['Adventure', 'Science Fiction', 'Action']"
"[18, 878, 10752]",en,23.445,War for the Planet of the Apes,7.0,5235,Fox,146900000.0,343800000.0,2017,"Jul 14, 2017",152000000,489592267,"['Drama', 'Science Fiction', 'War']"
"[28, 80]",en,22.895,Baby Driver,7.4,8034,TriS,107800000.0,119100000.0,2017,"Jun 28, 2017",34000000,228104185,"['Action', 'Crime']"
"[18, 14, 10749]",en,22.025,The Shape of Water,7.2,7224,FoxS,63900000.0,131400000.0,2017,"Dec 1, 2017",19500000,195790794,"['Drama', 'Fantasy', 'Romance']"
[18],en,22.009,The Greatest Showman,8.0,5197,Fox,174300000.0,260700000.0,2017,"Dec 20, 2017",84000000,386665550,['Drama']
"[28, 18, 14]",en,21.793,King Arthur: Legend of the Sword,6.5,3305,WB,39200000.0,109500000.0,2017,"May 12, 2017",175000000,139630336,"['Action', 'Drama', 'Fantasy']"
"[28, 9648, 53]",en,21.662,Atomic Blonde,6.3,3645,Focus,51700000.0,48300000.0,2017,"Jul 28, 2017",30000000,98345423,"['Action', 'Mystery', 'Thriller']"
"[27, 9648, 53]",en,21.245,Annabelle: Creation,6.5,3141,WB (NL),102100000.0,204400000.0,2017,"Aug 11, 2017",15000000,305384865,"['Horror', 'Mystery', 'Thriller']"
"[27, 9648, 53]",en,21.23,Happy Death Day,6.6,3211,Uni.,55700000.0,69800000.0,2017,"Oct 13, 2017",5000000,125010260,"['Horror', 'Mystery', 'Thriller']"
"[28, 12, 35, 14]",en,20.395,Jumanji: Welcome to the Jungle,6.7,7213,Sony,404500000.0,557600000.0,2017,"Dec 20, 2017",90000000,964496193,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
"[18, 10751]",en,20.101,Wonder,8.2,3959,LGF,132400000.0,173500000.0,2017,"Nov 17, 2017",20000000,304604712,"['Drama', 'Family']"
"[16, 10751, 12, 35]",en,19.479,Ferdinand,7.1,1425,Fox,84400000.0,211700000.0,2017,"Dec 15, 2017",111000000,289847930,"['Animation', 'Family', 'Adventure', 'Comedy']"
"[28, 12, 14]",en,19.144,The Great Wall,5.8,2775,Uni.,45500000.0,289400000.0,2017,"Feb 17, 2017",150000000,334486852,"['Action', 'Adventure', 'Fantasy']"
"[28, 14, 27, 18]",en,18.976,Underworld: Blood Wars,5.5,2318,SGem,30400000.0,50700000.0,2017,"Jan 6, 2017",35000000,81209222,"['Action', 'Fantasy', 'Horror', 'Drama']"
"[12, 16, 35, 10751]",en,18.427,Cars 3,6.7,2596,BV,152900000.0,231000000.0,2017,"Jun 16, 2017",175000000,383541369,"['Adventure', 'Animation', 'Comedy', 'Family']"
"[28, 16, 35, 10751]",en,18.31,Captain Underpants: The First Epic Movie,6.0,587,Fox,73900000.0,51600000.0,2017,"Jun 2, 2017",38000000,126577874,"['Action', 'Animation', 'Comedy', 'Family']"
"[80, 18]",en,17.808,"Three Billboards Outside Ebbing, Missouri",8.2,5432,FoxS,54500000.0,104700000.0,2017,"Nov 10, 2017",12000000,160191915,"['Crime', 'Drama']"
"[80, 27, 9648, 53]",en,17.398,Jigsaw,6.1,1887,LGF,38100000.0,64900000.0,2017,"Oct 27, 2017",10000000,102445196,"['Crime', 'Horror', 'Mystery', 'Thriller']"
"[28, 80]",en,16.748,American Made,6.7,2188,Uni.,51300000.0,83500000.0,2017,"Sep 29, 2017",50000000,135569212,"['Action', 'Crime']"
"[18, 10751, 35]",en,16.745,Gifted,7.9,2035,FoxS,24800000.0,18200000.0,2017,"Apr 7, 2017",7000000,36964656,"['Drama', 'Family', 'Comedy']"
[35],en,16.604,A Bad Moms Christmas,6.3,1044,STX,72100000.0,58400000.0,2017,"Nov 1, 2017",28000000,127710550,['Comedy']
"[28, 16, 35, 10751, 12]",en,16.407,Despicable Me 3,6.3,4106,Uni.,264600000.0,770200000.0,2017,"Jun 30, 2017",75000000,1034727750,"['Action', 'Animation', 'Comedy', 'Family', 'Adventure']"
"[35, 18]",en,15.974,Lady Bird,7.3,3866,A24,49000000.0,30000000.0,2017,"Nov 3, 2017",10000000,78610769,"['Comedy', 'Drama']"
"[28, 35, 80, 18]",en,15.743,Logan Lucky,6.7,1627,BST,27800000.0,20700000.0,2017,"Aug 18, 2017",29000000,44264271,"['Action', 'Comedy', 'Crime', 'Drama']"
"[12, 16, 35, 10751]",en,15.663,Smurfs: The Lost Village,6.2,736,Sony,45000000.0,152200000.0,2017,"Apr 7, 2017",60000000,197578586,"['Adventure', 'Animation', 'Comedy', 'Family']"
"[18, 36]",en,15.551,The Post,7.0,2506,Fox,81900000.0,97900000.0,2017,"Dec 22, 2017",50000000,179748880,"['Drama', 'History']"
"[28, 14, 878, 37, 27]",en,15.517,The Dark Tower,5.6,2842,Sony,50700000.0,62500000.0,2017,"Aug 4, 2017",60000000,113461527,"['Action', 'Fantasy', 'Science Fiction', 'Western', 'Horror']"
"[28, 53]",en,15.434,American Assassin,6.3,1596,LGF,36200000.0,31000000.0,2017,"Sep 15, 2017",63000000,68310140,"['Action', 'Thriller']"
[18],en,15.407,"I, Tonya",7.5,2904,Neon,30000000.0,23900000.0,2017,"Dec 8, 2017",11000000,53797409,['Drama']
"[18, 36]",en,15.331,Darkest Hour,7.3,2715,Focus,56500000.0,94400000.0,2017,"Nov 22, 2017",30000000,150807172,"['Drama', 'History']"
"[18, 27, 9648]",en,15.227,mother!,7.0,3458,Par.,17800000.0,26700000.0,2017,"Sep 15, 2017",30000000,42531076,"['Drama', 'Horror', 'Mystery']"
"[35, 10402]",en,14.89,Pitch Perfect 3,6.5,1884,Uni.,104900000.0,80500000.0,2017,"Dec 22, 2017",45000000,185736412,"['Comedy', 'Music']"
"[16, 10751, 35]",en,14.88,The Emoji Movie,5.4,1447,Sony,86100000.0,131699999.0,2017,"Jul 28, 2017",50000000,216562312,"['Animation', 'Family', 'Comedy']"
"[28, 53, 18]",en,14.616,The Foreigner,6.7,1086,STX,34400000.0,111000000.0,2017,"Oct 13, 2017",35000000,140783360,"['Action', 'Thriller', 'Drama']"
"[18, 9648, 53, 14]",en,14.584,Before I Fall,7.0,2135,ORF,12200000.0,0.0,2017,"Mar 3, 2017",5000000,18945682,"['Drama', 'Mystery', 'Thriller', 'Fantasy']"
"[18, 80, 53, 27]",en,14.581,The Snowman,5.1,1225,Uni.,6700000.0,36400000.0,2017,"Oct 20, 2017",35000000,43226146,"['Drama', 'Crime', 'Thriller', 'Horror']"
"[35, 12, 10751, 14, 16]",en,14.53,The Star,5.4,233,Sony,40900000.0,22000000.0,2017,"Nov 17, 2017",20000000,62758010,"['Comedy', 'Adventure', 'Family', 'Fantasy', 'Animation']"
"[10749, 12, 878, 18]",en,14.437,The Space Between Us,7.1,1455,STX,7900000.0,6900000.0,2017,"Feb 3, 2017",30000000,16481405,"['Romance', 'Adventure', 'Science Fiction', 'Drama']"
"[28, 35]",en,14.429,Baywatch,6.1,4748,Par.,58100000.0,119800000.0,2017,"May 25, 2017",60000000,175863783,"['Action', 'Comedy']"
"[18, 35]",en,14.338,Rough Night,5.6,1096,Sony,22100000.0,25200000.0,2017,"Jun 16, 2017",20000000,46844357,"['Drama', 'Comedy']"
"[18, 10749]",en,13.998,"Everything, Everything",7.2,2447,WB,34100000.0,27500000.0,2017,"May 19, 2017",10000000,61603136,"['Drama', 'Romance']"
"[27, 53]",en,13.966,It,7.2,10931,WB (NL),327500000.0,372900000.0,2017,"Sep 8, 2017",35000000,697457969,"['Horror', 'Thriller']"
"[28, 878, 53]",en,13.653,Geostorm,5.8,2246,WB,33700000.0,187900000.0,2017,"Oct 20, 2017",100000000,220796009,"['Action', 'Science Fiction', 'Thriller']"
[27],en,13.53,Rings,4.9,1785,Par.,27800000.0,55300000.0,2017,"Feb 3, 2017",25000000,82917283,['Horror']
"[35, 18]",en,13.27,The Disaster Artist,7.2,1895,A24,21100000.0,8700000.0,2017,"Dec 1, 2017",10000000,28717667,"['Comedy', 'Drama']"
[18],en,12.688,"Roman J. Israel, Esq.",6.2,499,Sony,12000000.0,1100000.0,2017,"Nov 17, 2017",22000000,12967012,['Drama']
[35],en,12.45,Father Figures,5.8,277,WB,17500000.0,8100000.0,2017,"Dec 22, 2017",25000000,21038441,['Comedy']
"[35, 18, 10749]",en,12.322,The Big Sick,7.4,1302,LGF,42900000.0,13500000.0,2017,"Jun 23, 2017",5000000,53972860,"['Comedy', 'Drama', 'Romance']"
"[28, 80, 9648]",en,12.116,Free Fire,6.3,540,A24,1800000.0,0.0,2017,"Apr 21, 2017",10000000,3793739,"['Action', 'Crime', 'Mystery']"
"[18, 10749]",en,12.083,Fifty Shades Darker,6.1,4489,Uni.,114600000.0,267000000.0,2017,"Feb 10, 2017",55000000,381398492,"['Drama', 'Romance']"
"[18, 14, 10749]",en,11.886,A Ghost Story,7.0,906,A24,1600000.0,0.0,2017,"Jul 7, 2017",100000,2769782,"['Drama', 'Fantasy', 'Romance']"
[18],en,11.597,The Florida Project,7.4,1125,A24,5900000.0,0.0,2017,"Oct 6, 2017",2000000,11295324,['Drama']
"[35, 10751]",en,10.839,Diary of a Wimpy Kid: The Long Haul,5.6,193,Fox,20700000.0,19400000.0,2017,"May 19, 2017",22000000,35609577,"['Comedy', 'Family']"
"[35, 18, 878]",en,10.682,Downsizing,5.1,1887,Par.,24400000.0,30600000.0,2017,"Dec 22, 2017",68000000,54462971,"['Comedy', 'Drama', 'Science Fiction']"
"[35, 18, 10749]",en,10.478,Home Again,5.9,659,ORF,27000000.0,0.0,2017,"Sep 8, 2017",15000000,37336874,"['Comedy', 'Drama', 'Romance']"
"[28, 18]",te,10.406,Baahubali 2: The Conclusion,7.0,252,GrtIndia,20200000.0,234000000.0,2017,"Apr 28, 2017",30000000,263502914,"['Action', 'Drama']"
"[12, 16, 35, 10751, 10402]",en,10.362,Rock Dog,5.7,123,LG/S,9400000.0,0.0,2017,"Feb 24, 2017",60000000,24148488,"['Adventure', 'Animation', 'Comedy', 'Family', 'Music']"
"[53, 27, 14]",en,10.219,Wish Upon,5.4,690,BG,14300000.0,0.0,2017,"Jul 14, 2017",12000000,23477345,"['Thriller', 'Horror', 'Fantasy']"
"[18, 10749]",en,9.89,Tulip Fever,6.4,307,Wein.,2500000.0,5900000.0,2017,"Sep 1, 2017",25000000,6792768,"['Drama', 'Romance']"
"[27, 53]",en,9.847,The Bye Bye Man,5.1,678,STX,22400000.0,4300000.0,2017,"Jan 13, 2017",7400000,31187727,"['Horror', 'Thriller']"
[35],en,9.808,Fist Fight,6.0,708,WB (NL),32200000.0,8900000.0,2017,"Feb 17, 2017",25000000,40286416,['Comedy']
[35],en,9.62,The House,5.7,474,WB (NL),25600000.0,8600000.0,2017,"Jun 30, 2017",40000000,31192425,['Comedy']
"[18, 12]",en,9.307,Lean on Pete,6.9,133,A24,1200000.0,0.0,2018,"Apr 6, 2018",8000000,2455027,"['Drama', 'Adventure']"
"[53, 28]",en,9.035,Collide,5.6,331,ORF,2300000.0,2500000.0,2017,"Feb 24, 2017",29200000,5466698,"['Thriller', 'Action']"
"[10751, 16, 12, 35]",en,8.975,The Nut Job 2: Nutty by Nature,5.7,227,ORF,28400000.0,36800000.0,2017,"Aug 11, 2017",40000000,57438389,"['Family', 'Animation', 'Adventure', 'Comedy']"
"[28, 35, 878]",en,8.827,Monster Trucks,5.9,414,Par.,33400000.0,31100000.0,2017,"Jan 13, 2017",125000000,61642798,"['Action', 'Comedy', 'Science Fiction']"
[35],en,8.589,Girls Trip,6.8,968,Uni.,115200000.0,25400000.0,2017,"Jul 21, 2017",28000000,140886353,['Comedy']
"[28, 35]",en,8.459,Just Getting Started,4.9,94,BG,6100000.0,1600000.0,2017,"Dec 8, 2017",22000000,6756412,"['Action', 'Comedy']"
[18],en,7.836,Stronger,7.0,782,RAtt.,4200000.0,4200000.0,2017,"Sep 22, 2017",30000000,8786752,['Drama']
"[18, 53, 10752]",en,7.692,Churchill,6.1,150,Cohen,1300000.0,0.0,2017,"Jun 2, 2017",10000000,7582196,"['Drama', 'Thriller', 'War']"
"[35, 18]",en,7.551,Table 19,6.0,604,FoxS,3600000.0,1400000.0,2017,"Mar 3, 2017",5000000,4620399,"['Comedy', 'Drama']"
"[16, 35, 10751]",en,7.445,The Boss Baby,6.4,4314,Fox,175000000.0,353000000.0,2017,"Mar 31, 2017",125000000,510878762,"['Animation', 'Comedy', 'Family']"
"[18, 10402]",en,7.249,All Eyez on Me,6.4,695,LG/S,44900000.0,0.0,2017,"Jun 16, 2017",45000000,54876855,"['Drama', 'Music']"
[18],en,6.934,Patti Cake$,7.0,122,FoxS,800000.0,682000.0,2017,"Aug 18, 2017",1000000,1471090,['Drama']
"[10752, 99]",en,4.341,City of Ghosts,7.1,24,IFC,128000.0,100000.0,2017,"Apr 25, 2003",17500000,325491,"['War', 'Documentary']"
"[18, 35]",en,4.042,All Saints,6.1,25,Affirm,5800000.0,140000.0,2017,"Aug 25, 2017",2000000,5941994,"['Drama', 'Comedy']"
[18],en,1.893,The Journey,6.7,20,IFC,155000.0,0.0,2017,"Jul 11, 2003",500000,19800,['Drama']
[27],en,1.463,Anna,3.1,8,VE,4300.0,0.0,2014,"Jun 6, 2014",4357373,1200000,['Horror']
"[28, 27, 878]",en,0.844,Resident Evil: The Final Chapter,5.9,1859,SGem,26800000.0,285400000.0,2017,"Jan 27, 2017",40000000,314101190,"['Action', 'Horror', 'Science Fiction']"
"[12, 28, 14]",en,80.773,Avengers: Infinity War,8.3,13948,BV,678800000.0,1369.5,2018,"Apr 27, 2018",300000000,2048134200,"['Adventure', 'Action', 'Fantasy']"
[12],en,48.508,Fantastic Beasts: The Crimes of Grindelwald,6.9,4870,WB,159600000.0,494100000.0,2018,"Nov 16, 2018",200000000,652220086,['Adventure']
"[28, 12, 878, 35]",en,44.729,Ant-Man and the Wasp,7.0,6290,BV,216600000.0,406000000.0,2018,"Jul 6, 2018",130000000,623144660,"['Action', 'Adventure', 'Science Fiction', 'Comedy']"
"[28, 12, 878]",en,43.078,Bumblebee,6.5,2425,Par.,127200000.0,340800000.0,2018,"Dec 21, 2018",102000000,465195589,"['Action', 'Adventure', 'Science Fiction']"
"[12, 14]",en,40.095,Mortal Engines,6.0,1751,Uni.,16000000.0,67700000.0,2018,"Dec 14, 2018",100000000,85287417,"['Adventure', 'Fantasy']"
"[28, 35, 12]",en,38.894,Deadpool 2,7.5,8773,Fox,318500000.0,460500000.0,2018,"May 18, 2018",110000000,786680557,"['Action', 'Comedy', 'Adventure']"
"[28, 12, 14]",en,38.102,Aquaman,6.8,6155,WB,335100000.0,812700000.0,2018,"Dec 21, 2018",160000000,1146894640,"['Action', 'Adventure', 'Fantasy']"
"[18, 10402]",en,37.197,Bohemian Rhapsody,8.1,7629,Fox,216400000.0,687200000.0,2018,"Nov 2, 2018",55000000,894985342,"['Drama', 'Music']"
"[28, 12, 16, 10751]",en,36.286,Incredibles 2,7.6,6354,BV,608600000.0,634200000.0,2018,"Jun 15, 2018",200000000,1242520711,"['Action', 'Adventure', 'Animation', 'Family']"
"[18, 35]",en,36.284,Green Book,8.3,3499,Uni.,85100000.0,234700000.0,2018,"Nov 16, 2018",23000000,322034439,"['Drama', 'Comedy']"
"[28, 12, 878]",en,34.958,Jurassic World: Fallen Kingdom,6.5,5995,Uni.,417700000.0,891800000.0,2018,"Jun 22, 2018",170000000,1305772799,"['Action', 'Adventure', 'Science Fiction']"
"[18, 36]",en,32.624,On the Basis of Sex,7.4,225,Focus,24600000.0,13600000.0,2018,"Dec 25, 2018",20000000,38073377,"['Drama', 'History']"
"[53, 28, 18]",en,32.476,Peppermint,6.5,716,STX,35400000.0,18400000.0,2018,"Sep 7, 2018",25000000,51800758,"['Thriller', 'Action', 'Drama']"
"[28, 878, 53, 27]",en,31.397,The Meg,5.9,2896,WB,145400000.0,384800000.0,2018,"Aug 10, 2018",178000000,529530715,"['Action', 'Science Fiction', 'Thriller', 'Horror']"
"[14, 10751, 35]",en,30.419,Mary Poppins Returns,6.6,1457,BV,172000000.0,177600000.0,2018,"Dec 19, 2018",130000000,341528518,"['Fantasy', 'Family', 'Comedy']"
"[12, 878]",en,30.029,Ready Player One,7.6,7021,WB,137700000.0,445200000.0,2018,"Mar 29, 2018",150000000,579290136,"['Adventure', 'Science Fiction']"
"[28, 80, 18, 53]",en,29.725,Sicario: Day of the Soldado,6.7,1317,Sony,50100000.0,25800000.0,2018,"Jun 29, 2018",35000000,75885196,"['Action', 'Crime', 'Drama', 'Thriller']"
"[28, 12, 878]",en,29.502,Solo: A Star Wars Story,6.6,3838,BV,213800000.0,179200000.0,2018,"May 25, 2018",275000000,393151347,"['Action', 'Adventure', 'Science Fiction']"
"[18, 27, 53, 878]",en,29.154,A Quiet Place,7.3,5848,Par.,188000000.0,152900000.0,2018,"Apr 6, 2018",17000000,334522294,"['Drama', 'Horror', 'Thriller', 'Science Fiction']"
"[18, 36, 35]",en,28.651,The Favourite,7.7,2096,FoxS,34400000.0,61600000.0,2018,"Nov 23, 2018",15000000,94113929,"['Drama', 'History', 'Comedy']"
"[28, 878, 53, 27]",en,28.44,The First Purge,5.8,1846,Uni.,69500000.0,67500000.0,2018,"Jul 4, 2018",13000000,136617305,"['Action', 'Science Fiction', 'Thriller', 'Horror']"
[18],en,26.907,Creed II,6.7,2236,MGM,115700000.0,98300000.0,2018,"Nov 21, 2018",50000000,213591522,['Drama']
"[10751, 14, 35, 16]",en,26.815,Hotel Transylvania 3: Summer Vacation,6.8,1673,Sony,167500000.0,361100000.0,2018,"Jul 13, 2018",65000000,527079962,"['Family', 'Fantasy', 'Comedy', 'Animation']"
"[14, 12, 10751]",en,26.235,The Nutcracker and the Four Realms,6.0,909,BV,54900000.0,119100000.0,2018,"Nov 2, 2018",132900000,170293899,"['Fantasy', 'Adventure', 'Family']"
"[16, 10751, 12, 14]",en,26.231,Smallfoot,6.6,600,WB,83200000.0,130900000.0,2018,"Sep 28, 2018",80000000,213691277,"['Animation', 'Family', 'Adventure', 'Fantasy']"
[28],en,26.229,Skyscraper,6.1,2177,Uni.,68400000.0,236400000.0,2018,"Jul 13, 2018",125000000,304115534,['Action']
"[27, 9648, 53]",en,26.185,Hereditary,7.0,2491,A24,44100000.0,35300000.0,2018,"Jun 8, 2018",10000000,70133905,"['Horror', 'Mystery', 'Thriller']"
"[80, 18]",en,25.101,BlacKkKlansman,7.6,3138,Focus,49300000.0,44000000.0,2018,"Aug 10, 2018",15000000,93017335,"['Crime', 'Drama']"
"[28, 12, 14]",en,24.968,Tomb Raider,6.3,4310,WB,58300000.0,216400000.0,2018,"Mar 16, 2018",90000000,273477501,"['Action', 'Adventure', 'Fantasy']"
"[878, 53]",en,23.967,The Darkest Minds,6.8,1158,Fox,12700000.0,28400000.0,2018,"Aug 3, 2018",34000000,38361428,"['Science Fiction', 'Thriller']"
"[878, 28]",en,23.805,Kin,6.2,289,LGF,5700000.0,4300000.0,2018,"Aug 31, 2018",30000000,10096821,"['Science Fiction', 'Action']"
"[28, 878]",en,23.166,Maze Runner: The Death Cure,7.0,3894,Fox,58000000.0,230200000.0,2018,"Jan 26, 2018",61000000,265878536,"['Action', 'Science Fiction']"
"[53, 28, 80]",en,22.961,The Equalizer 2,6.4,2089,Sony,102100000.0,88300000.0,2018,"Jul 20, 2018",77000000,190453132,"['Thriller', 'Action', 'Crime']"
"[36, 18]",en,22.958,First Man,7.1,2304,Uni.,44900000.0,60800000.0,2018,"Oct 12, 2018",60000000,105203825,"['History', 'Drama']"
"[28, 53, 80]",en,22.738,Den of Thieves,6.6,1244,STX,44900000.0,35600000.0,2018,"Jan 19, 2018",30000000,80131391,"['Action', 'Thriller', 'Crime']"
"[35, 18]",en,22.634,Instant Family,7.6,782,Par.,67400000.0,53200000.0,2018,"Nov 16, 2018",48000000,119736188,"['Comedy', 'Drama']"
"[18, 10749]",en,22.512,Fifty Shades Freed,6.1,3535,Uni.,100400000.0,271500000.0,2018,"Feb 9, 2018",55000000,371350619,"['Drama', 'Romance']"
"[18, 35, 14]",en,22.032,Welcome to Marwen,6.6,286,Uni.,10800000.0,2100000.0,2018,"Dec 21, 2018",45000000,12874922,"['Drama', 'Comedy', 'Fantasy']"
[35],en,21.841,Blockers,6.1,969,Uni.,60300000.0,33700000.0,2018,"Apr 6, 2018",21000000,94045328,['Comedy']
"[28, 53, 878]",en,21.413,Upgrade,7.4,1326,BH Tilt,12000000.0,2400000.0,2018,"Jun 1, 2018",3000000,16553285,"['Action', 'Thriller', 'Science Fiction']"
